722695,"LAS CRUCES INTL",NM,-7.0,32.283,-106.917,1393
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/1997,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,7.1,B,8,-1.4,B,8,54,A,7,859,E,9,80,B,8,0.8,B,8,-9900,?,0,6000,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,7.0,B,8,-1.7,B,8,53,A,7,859,E,9,80,B,8,0.8,B,8,-9900,?,0,6188,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,6.7,B,8,-2.4,B,8,51,A,7,859,E,9,90,B,8,0.9,B,8,-9900,?,0,6375,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,6.6,B,8,-3.0,B,8,49,A,7,859,E,9,100,B,8,1.0,B,8,-9900,?,0,6563,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,6.5,B,8,-3.2,B,8,48,A,7,859,E,9,110,B,8,1.1,B,8,-9900,?,0,6750,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,6.8,B,8,-3.0,B,8,48,A,7,859,E,9,120,B,8,1.2,B,8,-9900,?,0,6938,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,07:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,6.9,B,8,-3.4,B,8,46,A,7,859,E,9,130,B,8,1.3,B,8,-9900,?,0,7125,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,08:00,86,1167,15,1,25,18,1,28,14,1,25,1757,1,25,888,1,28,1688,1,25,290,1,45,9,B,8,9,B,8,9.0,B,8,-2.3,B,8,44,A,7,859,E,9,140,B,8,1.4,B,8,-9900,?,0,7313,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,09:00,331,1415,73,1,25,50,1,28,62,1,25,8212,1,25,4215,1,28,7220,1,25,1349,1,45,9,E,9,9,A,7,12.0,A,7,-3.0,A,7,34,A,7,859,E,9,150,A,7,1.5,A,7,64400,A,7,7500,A,7,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,10:00,543,1415,200,1,28,73,1,31,172,1,28,21929,1,28,7022,1,31,19222,1,28,4660,1,50,9,E,9,9,E,9,12.5,E,9,-3.6,E,9,31,A,7,859,E,9,120,E,9,0.1,E,9,-9900,?,0,7029,E,9,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,11:00,698,1415,278,1,28,32,1,31,262,1,28,30859,1,28,3008,1,31,29368,1,28,9235,1,50,9,E,9,9,E,9,13.7,E,9,-2.4,E,9,32,A,7,859,E,9,70,E,9,0.1,E,9,-9900,?,0,6557,E,9,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,12:00,786,1415,311,1,28,86,1,31,263,1,28,34147,1,28,8689,1,31,29300,1,28,8046,1,50,9,E,9,9,E,9,16.0,E,9,-3.1,E,9,26,A,7,859,E,9,80,E,9,1.2,E,9,-9900,?,0,6086,E,9,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,13:00,801,1415,296,1,28,0,1,31,296,1,28,33156,1,28,0,1,31,33156,1,28,10968,1,50,9,E,9,9,E,9,17.2,E,9,-2.8,E,9,25,A,7,859,E,9,70,E,9,2.4,E,9,-9900,?,0,5614,E,9,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,14:00,741,1415,155,1,28,47,1,31,131,1,28,17206,1,28,4628,1,31,14773,1,28,4352,1,50,9,E,9,9,E,9,18.5,E,9,-2.5,E,9,23,A,7,859,E,9,40,E,9,1.5,E,9,-9900,?,0,5143,E,9,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,15:00,610,1415,307,1,28,186,1,31,226,1,28,32911,1,28,18476,1,31,24910,1,28,5396,1,50,9,E,9,9,E,9,18.7,E,9,-2.3,E,9,23,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,4671,E,9,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,16:00,418,1415,135,1,25,94,1,28,107,1,25,14759,1,25,8555,1,28,12217,1,25,2388,1,45,9,E,9,9,A,7,18.0,A,7,-3.0,A,7,23,A,7,859,E,9,0,A,7,0.0,A,7,80500,A,7,4200,A,7,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,17:00,180,1415,76,1,25,88,1,28,65,1,25,8122,1,25,5459,1,28,7425,1,25,1368,1,45,9,B,8,9,B,8,17.3,B,8,-3.9,B,8,22,A,7,859,E,9,360,B,8,0.1,B,8,-9900,?,0,5313,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,18:00,5,295,0,1,25,4,1,28,0,1,25,0,1,25,0,1,28,0,1,25,0,1,45,9,B,8,8,B,8,14.6,B,8,-4.4,B,8,25,A,7,859,E,9,350,B,8,0.2,B,8,-9900,?,0,6425,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,B,8,8,B,8,13.2,B,8,-4.5,B,8,28,A,7,859,E,9,350,B,8,0.3,B,8,-9900,?,0,7538,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,B,8,8,B,8,11.7,B,8,-4.6,B,8,30,A,7,859,E,9,340,B,8,0.4,B,8,-9900,?,0,8650,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,B,8,7,B,8,10.8,B,8,-5.5,B,8,30,A,7,859,E,9,340,B,8,0.5,B,8,-9900,?,0,9763,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,B,8,7,B,8,10.1,B,8,-5.6,B,8,31,A,7,859,E,9,330,B,8,0.6,B,8,-9900,?,0,10875,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,6,B,8,9.5,B,8,-5.8,B,8,32,A,7,859,E,9,330,B,8,0.7,B,8,-9900,?,0,11988,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/01/1997,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,6,B,8,8.7,B,8,-6.1,B,8,32,A,7,859,E,9,320,B,8,0.8,B,8,-9900,?,0,13100,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,6,B,8,8.1,B,8,-6.4,B,8,33,A,7,859,E,9,320,B,8,0.8,B,8,-9900,?,0,14213,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,5,B,8,7.7,B,8,-6.6,B,8,33,A,7,859,E,9,310,B,8,0.9,B,8,-9900,?,0,15325,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,B,8,5,B,8,7.1,B,8,-6.9,B,8,34,A,7,859,E,9,310,B,8,1.0,B,8,-9900,?,0,16438,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,B,8,5,B,8,6.7,B,8,-7.3,B,8,34,A,7,859,E,9,300,B,8,1.1,B,8,-9900,?,0,17550,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,B,8,4,B,8,6.0,B,8,-7.6,B,8,34,A,7,859,E,9,300,B,8,1.2,B,8,-9900,?,0,18663,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,B,8,4,B,8,6.0,B,8,-8.0,B,8,33,A,7,859,E,9,290,B,8,1.3,B,8,-9900,?,0,19775,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,07:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,B,8,3,B,8,5.8,B,8,-8.0,B,8,34,A,7,859,E,9,290,B,8,1.4,B,8,-9900,?,0,20888,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,08:00,85,1167,32,1,25,177,1,28,19,1,25,34,1,25,89,1,28,27,1,25,35,1,45,5,E,9,3,A,7,7.0,A,7,-7.0,A,7,34,A,7,859,E,9,280,A,7,1.5,A,7,64400,A,7,77777,A,7,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,09:00,331,1415,159,1,25,451,1,28,53,1,25,165,1,25,369,1,28,78,1,25,98,1,45,5,B,8,3,B,8,10.1,B,8,-3.2,B,8,38,A,7,859,E,9,270,B,8,2.3,B,8,-9900,?,0,77777,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,10:00,543,1415,240,1,25,412,1,28,81,1,25,252,1,25,390,1,28,102,1,25,161,1,45,5,B,8,3,B,8,11.6,B,8,-0.2,B,8,44,A,7,859,E,9,270,B,8,3.1,B,8,-9900,?,0,77777,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,11:00,699,1415,403,1,25,409,1,28,201,1,25,432,1,25,423,1,28,222,1,25,452,1,45,5,B,8,3,B,8,13.5,B,8,2.1,B,8,46,A,7,859,E,9,260,B,8,3.8,B,8,-9900,?,0,77777,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,12:00,788,1415,502,1,25,600,1,28,167,1,25,519,1,25,592,1,28,188,1,25,361,1,45,5,E,9,3,A,7,15.0,A,7,5.0,A,7,51,A,7,859,E,9,250,A,7,4.6,A,7,64400,A,7,77777,A,7,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,13:00,803,1415,524,1,25,753,1,28,97,1,25,553,1,25,748,1,28,127,1,25,220,1,45,5,B,8,3,B,8,17.8,B,8,3.6,B,8,39,A,7,859,E,9,250,B,8,6.5,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,14:00,743,1415,490,1,25,606,1,28,172,1,25,522,1,25,612,1,28,199,1,25,371,1,45,5,B,8,2,B,8,20.2,B,8,3.1,B,8,32,A,7,859,E,9,250,B,8,8.4,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,15:00,613,1415,379,1,25,706,1,28,73,1,25,398,1,25,680,1,28,102,1,25,153,1,45,5,E,9,2,A,7,21.0,A,7,3.0,A,7,30,A,7,859,E,9,250,A,7,10.3,A,7,96600,A,7,77777,A,7,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,16:00,422,1415,250,1,25,693,1,28,44,1,25,266,1,25,624,1,28,79,1,25,95,1,45,4,B,8,2,B,8,20.9,B,8,2.2,B,8,29,A,7,859,E,9,250,B,8,10.3,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,17:00,183,1415,83,1,25,427,1,28,28,1,25,84,1,25,290,1,28,47,1,25,53,1,45,3,B,8,1,B,8,20.1,B,8,0.4,B,8,27,A,7,859,E,9,250,B,8,10.3,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,18:00,6,318,1,1,25,44,1,28,0,1,25,0,1,25,0,1,28,0,1,25,0,1,45,1,B,8,1,B,8,17.4,B,8,-1.0,B,8,28,A,7,859,E,9,250,B,8,10.3,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,E,9,0,A,7,16.0,A,7,-2.0,A,7,28,A,7,859,E,9,250,A,7,10.3,A,7,32200,A,7,77777,A,7,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,1,B,8,14.7,B,8,-1.4,B,8,33,A,7,859,E,9,250,B,8,9.6,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,1,B,8,14.0,B,8,-1.8,B,8,33,A,7,859,E,9,250,B,8,9.0,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,1,B,8,13.5,B,8,-1.3,B,8,35,A,7,859,E,9,240,B,8,8.3,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,B,8,2,B,8,13.1,B,8,-0.9,B,8,38,A,7,859,E,9,240,B,8,7.7,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/02/1997,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,B,8,2,B,8,12.5,B,8,-0.6,B,8,40,A,7,859,E,9,240,B,8,7.0,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,3,B,8,12.1,B,8,-0.3,B,8,42,A,7,859,E,9,240,B,8,6.4,B,8,-9900,?,0,77777,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,3,B,8,11.9,B,8,0.0,B,8,44,A,7,859,E,9,240,B,8,5.7,B,8,-9900,?,0,77777,B,8,1.5,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,B,8,4,B,8,11.5,B,8,0.3,B,8,46,A,7,859,E,9,240,B,8,5.1,B,8,-9900,?,0,77777,B,8,1.5,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,B,8,4,B,8,11.3,B,8,0.6,B,8,48,A,7,859,E,9,230,B,8,4.4,B,8,-9900,?,0,77777,B,8,1.5,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,B,8,5,B,8,10.8,B,8,0.9,B,8,50,A,7,859,E,9,230,B,8,3.8,B,8,-9900,?,0,77777,B,8,1.5,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,E,9,5,A,7,11.0,A,7,1.0,A,7,50,A,7,859,E,9,230,A,7,3.1,A,7,32200,A,7,77777,A,7,1.5,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,07:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,B,8,5,B,8,11.3,B,8,-1.5,B,8,40,A,7,859,E,9,240,B,8,4.1,B,8,-9900,?,0,77777,B,8,1.5,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,08:00,85,1167,22,1,25,38,1,28,19,1,25,25,1,25,19,1,28,23,1,25,39,1,45,5,E,9,5,A,7,13.0,A,7,-3.0,A,7,32,A,7,859,E,9,240,A,7,5.1,A,7,64400,A,7,77777,A,7,1.5,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,09:00,331,1415,182,1,28,605,1,31,40,1,28,189,1,28,507,1,31,70,1,28,82,1,50,4,E,9,1,E,9,15.7,E,9,-1.5,E,9,30,A,7,859,E,9,220,E,9,5.5,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,10:00,544,1415,244,1,28,152,1,31,186,1,28,264,1,28,148,1,31,207,1,28,433,1,50,7,E,9,7,E,9,16.8,E,9,-0.8,E,9,30,A,7,859,E,9,200,E,9,5.9,E,9,-9900,?,0,13350,E,9,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,11:00,700,1415,354,1,28,295,1,31,208,1,28,378,1,28,305,1,31,227,1,28,471,1,50,8,E,9,8,E,9,18.4,E,9,-0.7,E,9,27,A,7,859,E,9,310,E,9,7.8,E,9,-9900,?,0,6790,E,9,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,12:00,789,1415,509,1,28,435,1,31,266,1,28,541,1,28,457,1,31,285,1,28,653,1,50,8,E,9,8,E,9,19.5,E,9,-0.2,E,9,27,A,7,859,E,9,270,E,9,8.7,E,9,-9900,?,0,1250,E,9,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,13:00,805,1415,606,1,28,965,1,31,57,1,28,641,1,28,953,1,31,96,1,28,154,1,50,0,E,9,0,E,9,20.2,E,9,-0.1,E,9,26,A,7,859,E,9,270,E,9,9.6,E,9,-9900,?,0,17920,E,9,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,14:00,746,1415,537,1,28,917,1,31,53,1,28,568,1,28,900,1,31,92,1,28,142,1,50,0,E,9,0,E,9,20.4,E,9,0.7,E,9,27,A,7,859,E,9,260,E,9,12.5,E,9,-9900,?,0,12710,E,9,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,15:00,616,1415,256,1,25,69,1,28,225,1,25,279,1,25,68,1,28,250,1,25,610,1,45,9,E,9,9,A,7,19.0,A,7,2.0,A,7,32,A,7,859,E,9,260,A,7,12.9,A,7,32200,A,7,7500,A,7,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,16:00,425,1415,124,1,25,43,1,28,111,1,25,136,1,25,39,1,28,124,1,25,296,1,45,9,B,8,9,B,8,19.4,B,8,2.5,B,8,32,A,7,859,E,9,260,B,8,11.6,B,8,-9900,?,0,7500,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,17:00,187,1415,65,1,25,42,1,28,59,1,25,70,1,25,30,1,28,66,1,25,134,1,45,9,B,8,9,B,8,19.1,B,8,1.9,B,8,32,A,7,859,E,9,260,B,8,10.3,B,8,-9900,?,0,7500,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,18:00,7,342,0,1,25,4,1,28,0,1,25,0,1,25,0,1,28,0,1,25,0,1,45,9,B,8,9,B,8,16.9,B,8,1.8,B,8,36,A,7,859,E,9,250,B,8,9.0,B,8,-9900,?,0,7500,B,8,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,E,9,9,A,7,16.0,A,7,2.0,A,7,39,A,7,859,E,9,250,A,7,7.7,A,7,32200,A,7,7500,A,7,1.6,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,E,9,9,A,7,11.0,A,7,6.0,A,7,71,A,7,859,E,9,270,A,7,8.7,A,7,16100,A,7,7500,A,7,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,10.4,B,8,4.9,B,8,69,A,7,859,E,9,260,B,8,8.0,B,8,-9900,?,0,6982,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,9.9,B,8,4.7,B,8,70,A,7,859,E,9,260,B,8,7.4,B,8,-9900,?,0,6464,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,9.5,B,8,4.3,B,8,70,A,7,859,E,9,250,B,8,6.7,B,8,-9900,?,0,5945,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/03/1997,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,9.0,B,8,3.9,B,8,70,A,7,859,E,9,250,B,8,6.1,B,8,-9900,?,0,5427,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/04/1997,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,8.7,B,8,3.5,B,8,70,A,7,859,E,9,240,B,8,5.4,B,8,-9900,?,0,4909,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/04/1997,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,8.6,B,8,3.1,B,8,68,A,7,859,E,9,240,B,8,4.8,B,8,-9900,?,0,4391,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/04/1997,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,8.3,B,8,2.7,B,8,68,A,7,859,E,9,230,B,8,4.1,B,8,-9900,?,0,3873,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/04/1997,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,8.1,B,8,2.2,B,8,66,A,7,859,E,9,230,B,8,3.5,B,8,-9900,?,0,3355,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/04/1997,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,7.7,B,8,1.7,B,8,66,A,7,859,E,9,220,B,8,2.8,B,8,-9900,?,0,2836,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/04/1997,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,7.9,B,8,1.1,B,8,62,A,7,859,E,9,220,B,8,2.2,B,8,-9900,?,0,2318,B,8,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/04/1997,07:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,9,A,7,8.0,A,7,1.0,A,7,61,A,7,859,E,9,210,A,7,1.5,A,7,32200,A,7,1800,A,7,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/04/1997,08:00,85,1167,25,1,25,68,1,28,20,1,25,27,1,25,27,1,28,25,1,25,34,1,45,8,E,9,3,A,7,10.0,A,7,1.0,A,7,54,A,7,859,E,9,230,A,7,4.1,A,7,80500,A,7,77777,A,7,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
01/04/1997,09:00,331,1415,191,1,28,633,1,31,43,1,28,197,1,28,529,1,31,73,1,28,85,1,50,0,E,9,0,E,9,12.7,E,9,1.1,E,9,45,A,7,859,E,9,200,E,9,4.4,E,9,-9900,?,0,20550,E,9,1.7,E,8,0.039,F,8,0.210,F,8,-9900,-9900,?,0
