722695,"LAS CRUCES INTL",NM,-7.0,32.283,-106.917,1393
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
03/23/1991,17:00,525,1376,330,1,25,651,1,28,81,1,25,34600,1,25,61400,1,28,11100,1,25,1610,1,45,2,A,7,2,E,9,18.9,A,7,2.2,A,7,33,A,7,859,E,9,180,A,7,4.6,A,7,80000,A,7,77777,A,7,0.7,E,8,0.068,F,8,0.190,F,8,-9900,-9900,?,0
03/23/1991,18:00,240,1376,136,1,28,623,1,31,27,1,28,14300,1,28,48800,1,31,5800,1,28,630,1,50,0,E,9,0,E,9,18.1,E,9,2.3,E,9,35,A,7,859,E,9,190,E,9,2.8,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.068,F,8,0.190,F,8,-9900,-9900,?,0
03/23/1991,19:00,15,447,5,1,28,79,1,31,2,1,28,0,1,28,0,1,31,0,1,28,0,1,50,0,E,9,0,E,9,14.3,E,9,1.4,E,9,41,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.068,F,8,0.190,F,8,-9900,-9900,?,0
03/23/1991,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,E,9,0,E,9,11.5,E,9,0.5,E,9,47,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.068,F,8,0.190,F,8,-9900,-9900,?,0
03/23/1991,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,E,9,0,E,9,9.7,E,9,0.6,E,9,53,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.068,F,8,0.190,F,8,-9900,-9900,?,0
03/23/1991,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,E,9,0,E,9,7.9,E,9,0.7,E,9,60,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.068,F,8,0.190,F,8,-9900,-9900,?,0
03/23/1991,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,E,9,0,E,9,7.1,E,9,1.7,E,9,68,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.068,F,8,0.190,F,8,-9900,-9900,?,0
03/23/1991,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,E,9,0,E,9,7.3,E,9,1.8,E,9,68,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.068,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,E,9,1,E,9,4.5,E,9,0.9,E,9,77,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,E,9,1,E,9,6.7,E,9,2.0,E,9,72,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,E,9,1,E,9,6.9,E,9,3.1,E,9,77,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,E,9,2,E,9,8.1,E,9,3.2,E,9,71,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,E,9,2,E,9,7.3,E,9,3.3,E,9,76,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,E,9,2,E,9,9.5,E,9,4.4,E,9,70,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,07:00,107,1181,47,1,28,306,1,31,19,1,28,4800,1,28,18600,1,31,3100,1,28,380,1,50,3,E,9,3,E,9,9.7,E,9,5.5,E,9,75,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,08:00,396,1375,259,1,28,582,1,31,91,1,28,26200,1,28,49900,1,31,11800,1,28,1600,1,50,3,E,9,3,E,9,13.9,E,9,6.6,E,9,61,A,7,859,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,09:00,666,1375,422,1,28,646,1,31,109,1,28,44400,1,28,63500,1,31,13600,1,28,2300,1,50,5,E,9,5,E,9,16.1,E,9,7.7,E,9,57,A,7,859,E,9,180,E,9,1.2,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,10:00,893,1375,617,1,28,591,1,31,232,1,28,65400,1,28,60900,1,31,25700,1,28,5940,1,50,6,E,9,6,E,9,19.3,E,9,5.7,E,9,41,A,7,859,E,9,160,E,9,2.6,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,11:00,1060,1375,622,1,28,286,1,31,402,1,28,66800,1,28,30900,1,31,42900,1,28,13660,1,50,7,E,9,7,E,9,20.5,E,9,5.8,E,9,38,A,7,859,E,9,160,E,9,3.3,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,12:00,1156,1375,599,1,28,299,1,31,347,1,28,65700,1,28,32500,1,31,38400,1,28,13710,1,50,8,E,9,8,E,9,21.7,E,9,4.9,E,9,33,A,7,859,E,9,190,E,9,2.5,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,13:00,1175,1375,880,1,28,544,1,31,414,1,28,91700,1,28,56500,1,31,43300,1,28,18560,1,50,9,E,9,9,E,9,22.9,E,9,5.0,E,9,31,A,7,859,E,9,170,E,9,3.7,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,14:00,1115,1375,579,1,28,204,1,31,413,1,28,63200,1,28,21700,1,31,45600,1,28,15200,1,50,9,E,9,9,E,9,23.1,E,9,2.1,E,9,25,A,7,859,E,9,160,E,9,2.3,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,15:00,980,1375,275,1,25,0,1,28,275,1,25,32000,1,25,0,1,28,32000,1,25,12170,1,45,10,A,7,10,E,9,23.3,A,7,2.2,A,7,25,A,7,859,E,9,160,A,7,4.6,A,7,96000,A,7,77777,A,7,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,16:00,780,1375,210,1,25,26,1,28,195,1,25,23100,1,25,2600,1,28,21600,1,25,6410,1,45,10,B,8,10,B,8,20.1,B,8,1.7,B,8,29,A,7,859,E,9,190,B,8,3.8,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,17:00,528,1375,207,1,25,37,1,28,193,1,25,22700,1,25,3600,1,28,21300,1,25,5060,1,45,10,B,8,10,B,8,15.9,B,8,-0.6,B,8,32,A,7,859,E,9,220,B,8,3.1,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,18:00,243,1375,28,1,25,4,1,28,27,1,25,3300,1,25,0,1,28,3300,1,25,1090,1,45,9,B,8,9,B,8,11.8,B,8,-1.2,B,8,40,A,7,859,E,9,240,B,8,2.3,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,19:00,16,470,2,1,25,6,1,28,2,1,25,0,1,25,0,1,28,0,1,25,0,1,45,9,A,7,9,E,9,6.1,A,7,-1.0,A,7,60,A,7,859,E,9,270,A,7,1.5,A,7,32000,A,7,77777,A,7,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,9,B,8,5.6,B,8,-0.4,B,8,65,A,7,859,E,9,280,B,8,1.4,B,8,-9900,?,0,20723,B,8,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,8,B,8,5.5,B,8,-1.6,B,8,59,A,7,859,E,9,280,B,8,1.3,B,8,-9900,?,0,19446,B,8,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,8,B,8,5.8,B,8,-1.3,B,8,60,A,7,859,E,9,290,B,8,1.2,B,8,-9900,?,0,18169,B,8,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,8,B,8,6.1,B,8,-0.7,B,8,61,A,7,859,E,9,300,B,8,1.0,B,8,-9900,?,0,16892,B,8,0.9,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/24/1991,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,8,B,8,6.4,B,8,-0.3,B,8,62,A,7,859,E,9,300,B,8,0.9,B,8,-9900,?,0,15615,B,8,1.0,E,8,0.069,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,7,B,8,6.7,B,8,-0.1,B,8,62,A,7,859,E,9,310,B,8,0.8,B,8,-9900,?,0,14338,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,7,B,8,7.1,B,8,0.0,B,8,61,A,7,859,E,9,320,B,8,0.7,B,8,-9900,?,0,13062,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,7,B,8,7.6,B,8,0.3,B,8,60,A,7,859,E,9,330,B,8,0.6,B,8,-9900,?,0,11785,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,6,B,8,8.0,B,8,0.4,B,8,59,A,7,859,E,9,330,B,8,0.5,B,8,-9900,?,0,10508,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,6,B,8,8.7,B,8,0.7,B,8,57,A,7,859,E,9,340,B,8,0.3,B,8,-9900,?,0,9231,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,6,B,8,9.6,B,8,1.5,B,8,57,A,7,859,E,9,350,B,8,0.2,B,8,-9900,?,0,7954,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,07:00,112,1226,34,1,25,62,1,28,28,1,25,3600,1,25,2900,1,28,3400,1,25,490,1,45,9,B,8,5,B,8,11.7,B,8,1.8,B,8,51,A,7,859,E,9,350,B,8,0.1,B,8,-9900,?,0,6677,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,08:00,402,1375,224,1,25,423,1,28,100,1,25,23300,1,25,37000,1,28,12500,1,25,1870,1,45,9,A,7,5,E,9,15.6,A,7,3.3,A,7,44,A,7,859,E,9,0,A,7,0.0,A,7,80000,A,7,5400,A,7,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,09:00,672,1375,384,1,25,145,1,28,313,1,25,42000,1,25,14700,1,28,34800,1,25,8250,1,45,10,A,7,7,E,9,17.8,A,7,5.0,A,7,43,A,7,859,E,9,200,A,7,10.3,A,7,80000,A,7,5400,A,7,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,10:00,898,1375,455,1,25,391,1,28,199,1,25,49100,1,25,40400,1,28,22600,1,25,5060,1,45,10,B,8,7,B,8,19.5,B,8,5.8,B,8,41,A,7,859,E,9,210,B,8,10.3,B,8,-9900,?,0,5400,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,11:00,1065,1375,586,1,25,270,1,28,376,1,25,63200,1,25,29200,1,28,40500,1,25,12740,1,45,10,A,7,7,E,9,21.1,A,7,5.6,A,7,36,A,7,859,E,9,220,A,7,10.3,A,7,80000,A,7,5400,A,7,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,12:00,1161,1375,633,1,25,473,1,28,233,1,25,69900,1,25,49600,1,28,27900,1,25,9730,1,45,10,B,8,7,B,8,18.7,B,8,-1.6,B,8,25,A,7,859,E,9,220,B,8,9.0,B,8,-9900,?,0,4200,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,13:00,1179,1375,887,1,25,748,1,28,244,1,25,93600,1,25,75900,1,28,28400,1,25,10610,1,45,10,A,7,7,E,9,16.1,A,7,-9.3,A,7,15,A,7,859,E,9,220,A,7,7.7,A,7,64000,A,7,3000,A,7,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,14:00,1119,1375,640,1,25,409,1,28,307,1,25,68300,1,25,42600,1,28,33500,1,25,11680,1,45,9,B,8,6,B,8,17.9,B,8,-6.9,B,8,17,A,7,859,E,9,220,B,8,8.4,B,8,-9900,?,0,6800,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,15:00,984,1375,611,1,25,645,1,28,150,1,25,65600,1,25,66000,1,28,18200,1,25,4410,1,45,7,B,8,5,B,8,19.4,B,8,-2.9,B,8,21,A,7,859,E,9,220,B,8,9.1,B,8,-9900,?,0,10600,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,16:00,783,1375,512,1,25,639,1,28,148,1,25,53600,1,25,63700,1,28,17200,1,25,3330,1,45,6,B,8,3,B,8,20.4,B,8,-0.2,B,8,25,A,7,859,E,9,230,B,8,9.9,B,8,-9900,?,0,14400,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,17:00,531,1375,347,1,25,677,1,28,85,1,25,36400,1,25,64000,1,28,11600,1,25,1680,1,45,4,B,8,2,B,8,20.5,B,8,0.7,B,8,27,A,7,859,E,9,230,B,8,10.6,B,8,-9900,?,0,18200,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,18:00,246,1375,128,1,25,550,1,28,29,1,25,13300,1,25,42500,1,28,5700,1,25,610,1,45,3,A,7,1,E,9,20.6,A,7,3.3,A,7,32,A,7,859,E,9,230,A,7,11.3,A,7,112000,A,7,77777,A,7,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,19:00,17,493,5,1,25,83,1,28,2,1,25,0,1,25,0,1,28,0,1,25,0,1,45,2,B,8,1,B,8,17.7,B,8,3.5,B,8,39,A,7,859,E,9,260,B,8,8.8,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,E,9,15.6,A,7,3.3,A,7,44,A,7,859,E,9,290,A,7,6.2,A,7,48000,A,7,77777,A,7,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,1,B,8,14.4,B,8,1.8,B,8,42,A,7,859,E,9,260,B,8,5.6,B,8,-9900,?,0,20491,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,B,8,2,B,8,13.5,B,8,1.9,B,8,45,A,7,859,E,9,240,B,8,5.1,B,8,-9900,?,0,18982,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,3,B,8,12.8,B,8,2.2,B,8,48,A,7,859,E,9,210,B,8,4.5,B,8,-9900,?,0,17473,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/25/1991,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,3,B,8,11.9,B,8,2.4,B,8,52,A,7,859,E,9,180,B,8,3.9,B,8,-9900,?,0,15963,B,8,1.0,E,8,0.070,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,B,8,4,B,8,11.1,B,8,2.4,B,8,55,A,7,859,E,9,160,B,8,3.4,B,8,-9900,?,0,14454,B,8,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,B,8,5,B,8,10.4,B,8,2.2,B,8,57,A,7,859,E,9,130,B,8,2.8,B,8,-9900,?,0,12946,B,8,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,B,8,6,B,8,9.8,B,8,2.3,B,8,60,A,7,859,E,9,110,B,8,2.3,B,8,-9900,?,0,11437,B,8,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,7,B,8,9.0,B,8,2.1,B,8,62,A,7,859,E,9,80,B,8,1.7,B,8,-9900,?,0,9927,B,8,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,7,B,8,8.7,B,8,2.2,B,8,64,A,7,859,E,9,50,B,8,1.1,B,8,-9900,?,0,8418,B,8,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,B,8,8,B,8,8.4,B,8,2.8,B,8,68,A,7,859,E,9,30,B,8,0.6,B,8,-9900,?,0,6909,B,8,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,07:00,118,1248,21,1,25,14,1,28,20,1,25,2400,1,25,900,1,28,2300,1,25,520,1,45,9,A,7,9,E,9,9.4,A,7,2.8,A,7,63,A,7,859,E,9,0,A,7,0.0,A,7,48000,A,7,5400,A,7,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,08:00,408,1374,113,1,25,52,1,28,97,1,25,12400,1,25,4700,1,28,11000,1,25,2640,1,45,9,A,7,9,E,9,15.6,A,7,3.3,A,7,44,A,7,859,E,9,160,A,7,3.1,A,7,48000,A,7,6000,A,7,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,09:00,678,1374,323,1,28,258,1,31,196,1,28,34700,1,28,26700,1,31,21500,1,28,4380,1,50,8,E,9,8,E,9,16.4,E,9,4.4,E,9,45,A,7,859,E,9,150,E,9,8.5,E,9,-9900,?,0,8286,E,9,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,10:00,904,1374,529,1,28,177,1,31,412,1,28,56600,1,28,18500,1,31,44400,1,28,11850,1,50,8,E,9,8,E,9,17.3,E,9,5.6,E,9,46,A,7,859,E,9,140,E,9,13.8,E,9,-9900,?,0,10571,E,9,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,11:00,1070,1374,607,1,28,349,1,31,335,1,28,66200,1,28,37800,1,31,36600,1,28,11240,1,50,7,E,9,7,E,9,18.1,E,9,5.7,E,9,44,A,7,859,E,9,130,E,9,19.2,E,9,-9900,?,0,12857,E,9,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,12:00,1165,1374,328,1,28,0,1,31,328,1,28,38700,1,28,0,1,31,38700,1,28,14820,1,50,10,E,9,10,E,9,18.9,E,9,7.8,E,9,48,A,7,859,E,9,150,E,9,18.3,E,9,-9900,?,0,15143,E,9,1.0,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,13:00,1183,1374,757,1,28,625,1,31,218,1,28,80600,1,28,63800,1,31,25600,1,28,9710,1,50,5,E,9,5,E,9,19.7,E,9,3.9,E,9,35,A,7,859,E,9,170,E,9,20.5,E,9,-9900,?,0,17429,E,9,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,14:00,1122,1374,908,1,28,828,1,31,231,1,28,95800,1,28,83900,1,31,27000,1,28,8630,1,50,5,E,9,5,E,9,19.6,E,9,4.1,E,9,36,A,7,859,E,9,170,E,9,22.5,E,9,-9900,?,0,19714,E,9,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,15:00,987,1374,274,1,25,0,1,28,274,1,25,32000,1,25,0,1,28,32000,1,25,12190,1,45,10,A,7,10,E,9,19.4,A,7,7.2,A,7,45,A,7,859,E,9,190,A,7,24.7,A,7,4800,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,16:00,787,1374,341,1,25,40,1,28,318,1,25,37400,1,25,4100,1,28,35000,1,25,9460,1,45,9,A,7,9,E,9,12.2,A,7,9.4,A,7,83,A,7,859,E,9,210,A,7,28.3,A,7,3200,A,7,3000,A,7,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,17:00,535,1374,164,1,25,57,1,28,142,1,25,18000,1,25,5500,1,28,15900,1,25,4040,1,45,9,A,7,9,E,9,8.3,A,7,2.8,A,7,68,A,7,859,E,9,260,A,7,27.3,A,7,48000,A,7,1200,A,7,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,18:00,249,1374,108,1,25,330,1,28,48,1,25,11000,1,25,24200,1,28,6600,1,25,860,1,45,2,A,7,2,E,9,8.3,A,7,1.7,A,7,63,A,7,859,E,9,250,A,7,15.4,A,7,64000,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,19:00,18,492,4,1,25,31,1,28,3,1,25,0,1,25,0,1,28,0,1,25,0,1,45,3,A,7,3,E,9,8.3,A,7,1.7,A,7,63,A,7,859,E,9,250,A,7,12.9,A,7,48000,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,3,B,8,7.1,B,8,1.6,B,8,68,A,7,859,E,9,260,B,8,11.9,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,3,B,8,6.4,B,8,-0.4,B,8,62,A,7,859,E,9,270,B,8,10.9,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,B,8,2,B,8,5.9,B,8,-0.8,B,8,62,A,7,859,E,9,280,B,8,9.9,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,B,8,2,B,8,5.6,B,8,-1.1,B,8,61,A,7,859,E,9,280,B,8,8.9,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/26/1991,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,B,8,2,B,8,5.2,B,8,-1.4,B,8,62,A,7,859,E,9,290,B,8,7.9,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
03/27/1991,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,B,8,2,B,8,4.8,B,8,-1.9,B,8,61,A,7,859,E,9,300,B,8,6.9,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.071,F,8,0.190,F,8,-9900,-9900,?,0
